Group,Family,taxon.name,OregonFlora
Dicotyledons,Aizoaceae,Carpobrotus chilensis,"exotic, naturalized"
Dicotyledons,Aizoaceae,Carpobrotus edulis,"exotic, not naturalized"
Dicotyledons,Aizoaceae,Delosperma cooperi,"exotic, not naturalized"
Dicotyledons,Aizoaceae,Sesuvium verrucosum,native
Dicotyledons,Aizoaceae,Tetragonia tetragonioides,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Allenrolfea occidentalis,native
Dicotyledons,Amaranthaceae,Amaranthus albus,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Amaranthus blitoides,uncertain
Dicotyledons,Amaranthaceae,Amaranthus californicus,native
Dicotyledons,Amaranthaceae,Amaranthus deflexus,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Amaranthus hybridus,uncertain
Dicotyledons,Amaranthaceae,Amaranthus hypochondriacus,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Amaranthus palmeri,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Amaranthus powellii,native
Dicotyledons,Amaranthaceae,Amaranthus retroflexus,native
Dicotyledons,Amaranthaceae,Amaranthus viridis,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Atriplex argentea,native
Dicotyledons,Amaranthaceae,Atriplex argentea var. hillmanii,native
Dicotyledons,Amaranthaceae,Atriplex canescens,native
Dicotyledons,Amaranthaceae,Atriplex canescens var. canescens,native
Dicotyledons,Amaranthaceae,Atriplex confertifolia,native
Dicotyledons,Amaranthaceae,Atriplex dioica,native
Dicotyledons,Amaranthaceae,Atriplex gardneri,native
Dicotyledons,Amaranthaceae,Atriplex gardneri var. falcata,native
Dicotyledons,Amaranthaceae,Atriplex gmelinii,native
Dicotyledons,Amaranthaceae,Atriplex gmelinii var. gmelinii,native
Dicotyledons,Amaranthaceae,Atriplex hortensis,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Atriplex hymenelytra,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Atriplex micrantha,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Atriplex oblongifolia,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Atriplex patula,native
Dicotyledons,Amaranthaceae,Atriplex powellii,native
Dicotyledons,Amaranthaceae,Atriplex prostrata,native
Dicotyledons,Amaranthaceae,Atriplex pusilla,native
Dicotyledons,Amaranthaceae,Atriplex rosea,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Atriplex truncata,native
Dicotyledons,Amaranthaceae,Bassia hyssopifolia,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Bassia scoparia,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Beta vulgaris,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Blitum nuttallianum,native
Dicotyledons,Amaranthaceae,Blitum spathulatum,native
Dicotyledons,Amaranthaceae,Chenopodium album,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Chenopodium atrovirens,native
Dicotyledons,Amaranthaceae,Chenopodium berlandieri,native
Dicotyledons,Amaranthaceae,Chenopodium berlandieri var. zschackei,native
Dicotyledons,Amaranthaceae,Chenopodium capitatum,native
Dicotyledons,Amaranthaceae,Chenopodium capitatum var. capitatum,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium capitatum var. parvicapitatum,native
Dicotyledons,Amaranthaceae,Chenopodium chenopodioides,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Chenopodium desiccatum,native
Dicotyledons,Amaranthaceae,Chenopodium foliosum,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Chenopodium fremontii,native
Dicotyledons,Amaranthaceae,Chenopodium glaucum,uncertain
Dicotyledons,Amaranthaceae,Chenopodium incanum,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium incanum var. occidentale,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium incognitum,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium leptophyllum,native
Dicotyledons,Amaranthaceae,Chenopodium murale,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium nevadense,native
Dicotyledons,Amaranthaceae,Chenopodium polyspermum,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium polyspermum var. acutifolium,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium pratericola,native
Dicotyledons,Amaranthaceae,Chenopodium rubrum,native
Dicotyledons,Amaranthaceae,Chenopodium rubrum var. humile,native
Dicotyledons,Amaranthaceae,Chenopodium rubrum var. rubrum,native
Dicotyledons,Amaranthaceae,Chenopodium simplex,native
Dicotyledons,Amaranthaceae,Chenopodium strictum,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium strictum var. glaucophyllum,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium subglabrum,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Chenopodium vulvaria,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Corispermum americanum,native
Dicotyledons,Amaranthaceae,Corispermum americanum var. americanum,native
Dicotyledons,Amaranthaceae,Corispermum pacificum,native
Dicotyledons,Amaranthaceae,Corispermum villosum,native
Dicotyledons,Amaranthaceae,Dysphania ambrosioides,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Dysphania botrys,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Dysphania multifida,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Dysphania pumilio,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Grayia spinosa,native
Dicotyledons,Amaranthaceae,Halogeton glomeratus,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Krascheninnikovia lanata,native
Dicotyledons,Amaranthaceae,Micromonolepis pusilla,native
Dicotyledons,Amaranthaceae,Neokochia americana,native
Dicotyledons,Amaranthaceae,Nitrophila occidentalis,native
Dicotyledons,Amaranthaceae,Salicornia rubra,native
Dicotyledons,Amaranthaceae,Salsola kali,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Salsola kali ssp. pontica,"exotic, not naturalized"
Dicotyledons,Amaranthaceae,Salsola tragus,"exotic, naturalized"
Dicotyledons,Amaranthaceae,Sarcocornia perennis,native
Dicotyledons,Amaranthaceae,Suaeda calceoliformis,native
Dicotyledons,Amaranthaceae,Suaeda nigra,native
Dicotyledons,Anacardiaceae,Cotinus coggygria,"exotic, not naturalized"
Dicotyledons,Anacardiaceae,Rhus aromatica,native
Dicotyledons,Anacardiaceae,Rhus glabra,native
Dicotyledons,Anacardiaceae,Toxicodendron diversilobum,native
Dicotyledons,Anacardiaceae,Toxicodendron rydbergii,native
Dicotyledons,Apiaceae,Aegopodium podagraria,"exotic, not naturalized"
Dicotyledons,Apiaceae,Anethum graveolens,"exotic, not naturalized"
Dicotyledons,Apiaceae,Angelica arguta,native
Dicotyledons,Apiaceae,Angelica canbyi,native
Dicotyledons,Apiaceae,Angelica genuflexa,native
Dicotyledons,Apiaceae,Angelica hendersonii,native
Dicotyledons,Apiaceae,Angelica lucida,native
Dicotyledons,Apiaceae,Angelica tomentosa,native
Dicotyledons,Apiaceae,Anthriscus caucalis,"exotic, naturalized"
Dicotyledons,Apiaceae,Anthriscus sylvestris,"exotic, not naturalized"
Dicotyledons,Apiaceae,Apium graveolens,"exotic, not naturalized"
Dicotyledons,Apiaceae,Berula erecta,native
Dicotyledons,Apiaceae,Bupleurum americanum,native
Dicotyledons,Apiaceae,Bupleurum odontites,"exotic, not naturalized"
Dicotyledons,Apiaceae,Bupleurum rotundifolium,"exotic, not naturalized"
Dicotyledons,Apiaceae,Carum carvi,"exotic, not naturalized"
Dicotyledons,Apiaceae,Centella erecta,"exotic, not naturalized"
Dicotyledons,Apiaceae,Chaerophyllum temulum,"exotic, not naturalized"
Dicotyledons,Apiaceae,Cicuta bulbifera,native
Dicotyledons,Apiaceae,Cicuta douglasii,native
Dicotyledons,Apiaceae,Cicuta maculata,native
Dicotyledons,Apiaceae,Cicuta maculata var. angustifolia,native
Dicotyledons,Apiaceae,Cnidium monnieri,"exotic, not naturalized"
Dicotyledons,Apiaceae,Conioselinum pacificum,native
Dicotyledons,Apiaceae,Conioselinum scopulorum,native
Dicotyledons,Apiaceae,Conium maculatum,"exotic, naturalized"
Dicotyledons,Apiaceae,Coriandrum sativum,"exotic, not naturalized"
Dicotyledons,Apiaceae,Cyclospermum leptophyllum,"exotic, not naturalized"
Dicotyledons,Apiaceae,Cymopterus corrugatus,native
Dicotyledons,Apiaceae,Cymopterus glomeratus,native
Dicotyledons,Apiaceae,Cymopterus longipes,native
Dicotyledons,Apiaceae,Cymopterus longipes var. ibapensis,native
Dicotyledons,Apiaceae,Cymopterus nivalis,native
Dicotyledons,Apiaceae,Cymopterus petraeus,native
Dicotyledons,Apiaceae,Cymopterus purpurascens,native
Dicotyledons,Apiaceae,Cymopterus terebinthinus,native
Dicotyledons,Apiaceae,Cymopterus terebinthinus var. foeniculaceus,native
Dicotyledons,Apiaceae,Cymopterus terebinthinus var. terebinthinus,native
Dicotyledons,Apiaceae,Daucus carota,"exotic, naturalized"
Dicotyledons,Apiaceae,Daucus pusillus,native
Dicotyledons,Apiaceae,Eryngium alismifolium,native
Dicotyledons,Apiaceae,Eryngium articulatum,native
Dicotyledons,Apiaceae,Eryngium petiolatum,native
Dicotyledons,Apiaceae,Foeniculum vulgare,"exotic, naturalized"
Dicotyledons,Apiaceae,Glehnia leiocarpa,native
Dicotyledons,Apiaceae,Heracleum mantegazzianum,"exotic, not naturalized"
Dicotyledons,Apiaceae,Heracleum maximum,native
Dicotyledons,Apiaceae,Ligusticum apiifolium,native
Dicotyledons,Apiaceae,Ligusticum californicum,native
Dicotyledons,Apiaceae,Ligusticum canbyi,native
Dicotyledons,Apiaceae,Ligusticum filicinum,native
Dicotyledons,Apiaceae,Ligusticum grayi,native
Dicotyledons,Apiaceae,Ligusticum tenuifolium,native
Dicotyledons,Apiaceae,Lilaeopsis occidentalis,native
Dicotyledons,Apiaceae,Lomatium ambiguum,native
Dicotyledons,Apiaceae,Lomatium bentonitum,native
Dicotyledons,Apiaceae,Lomatium bradshawii,native
Dicotyledons,Apiaceae,Lomatium brunsfeldianum,native
Dicotyledons,Apiaceae,Lomatium californicum,native
Dicotyledons,Apiaceae,Lomatium canbyi,native
Dicotyledons,Apiaceae,Lomatium columbianum,native
Dicotyledons,Apiaceae,Lomatium cookii,native
Dicotyledons,Apiaceae,Lomatium cous,native
Dicotyledons,Apiaceae,Lomatium cusickii,native
Dicotyledons,Apiaceae,Lomatium dissectum,native
Dicotyledons,Apiaceae,Lomatium dissectum var. dissectum,native
Dicotyledons,Apiaceae,Lomatium dissectum var. multifidum,native
Dicotyledons,Apiaceae,Lomatium donnellii,native
Dicotyledons,Apiaceae,Lomatium engelmannii,native
Dicotyledons,Apiaceae,Lomatium erythrocarpum,native
Dicotyledons,Apiaceae,Lomatium farinosum,native
Dicotyledons,Apiaceae,Lomatium farinosum var. hambleniae,native
Dicotyledons,Apiaceae,Lomatium foeniculaceum,native
Dicotyledons,Apiaceae,Lomatium foeniculaceum var. fimbriatum,native
Dicotyledons,Apiaceae,Lomatium foeniculaceum var. macdougalii,native
Dicotyledons,Apiaceae,Lomatium gormanii,native
Dicotyledons,Apiaceae,Lomatium greenmanii,native
Dicotyledons,Apiaceae,Lomatium hallii,native
Dicotyledons,Apiaceae,Lomatium hendersonii,native
Dicotyledons,Apiaceae,Lomatium howellii,native
Dicotyledons,Apiaceae,Lomatium klickitatense,native
Dicotyledons,Apiaceae,Lomatium laevigatum,native
Dicotyledons,Apiaceae,Lomatium leptocarpum,native
Dicotyledons,Apiaceae,Lomatium macrocarpum,native
Dicotyledons,Apiaceae,Lomatium martindalei,native
Dicotyledons,Apiaceae,Lomatium minus,native
Dicotyledons,Apiaceae,Lomatium nevadense,native
Dicotyledons,Apiaceae,Lomatium nevadense var. nevadense,native
Dicotyledons,Apiaceae,Lomatium nudicaule,native
Dicotyledons,Apiaceae,Lomatium ochocense,native
Dicotyledons,Apiaceae,Lomatium oreganum,native
Dicotyledons,Apiaceae,Lomatium papilioniferum,native
Dicotyledons,Apiaceae,Lomatium pastorale,native
Dicotyledons,Apiaceae,Lomatium peckianum,native
Dicotyledons,Apiaceae,Lomatium piperi,native
Dicotyledons,Apiaceae,Lomatium ravenii,native
Dicotyledons,Apiaceae,Lomatium ravenii var. paiutense,native
Dicotyledons,Apiaceae,Lomatium rollinsii,native
Dicotyledons,Apiaceae,Lomatium roseanum,native
Dicotyledons,Apiaceae,Lomatium serpentinum,native
Dicotyledons,Apiaceae,Lomatium suksdorfii,native
Dicotyledons,Apiaceae,Lomatium triternatum,native
Dicotyledons,Apiaceae,Lomatium utriculatum,native
Dicotyledons,Apiaceae,Lomatium vaginatum,native
Dicotyledons,Apiaceae,Lomatium watsonii,native
Dicotyledons,Apiaceae,Myrrhis odorata,"exotic, not naturalized"
Dicotyledons,Apiaceae,Oenanthe sarmentosa,native
Dicotyledons,Apiaceae,Orogenia fusiformis,native
Dicotyledons,Apiaceae,Orogenia linearifolia,native
Dicotyledons,Apiaceae,Osmorhiza berteroi,native
Dicotyledons,Apiaceae,Osmorhiza depauperata,native
Dicotyledons,Apiaceae,Osmorhiza occidentalis,native
Dicotyledons,Apiaceae,Osmorhiza purpurea,native
Dicotyledons,Apiaceae,Oxypolis occidentalis,native
Dicotyledons,Apiaceae,Pastinaca sativa,"exotic, naturalized"
Dicotyledons,Apiaceae,Perideridia bolanderi,native
Dicotyledons,Apiaceae,Perideridia bolanderi ssp. bolanderi,native
Dicotyledons,Apiaceae,Perideridia erythrorhiza,native
Dicotyledons,Apiaceae,Perideridia gairdneri,native
Dicotyledons,Apiaceae,Perideridia howellii,native
Dicotyledons,Apiaceae,Perideridia oregana,native
Dicotyledons,Apiaceae,Petroselinum segetum,"exotic, not naturalized"
Dicotyledons,Apiaceae,Pimpinella saxifraga,"exotic, not naturalized"
Dicotyledons,Apiaceae,Sanicula arctopoides,native
Dicotyledons,Apiaceae,Sanicula bipinnatifida,native
Dicotyledons,Apiaceae,Sanicula crassicaulis,native
Dicotyledons,Apiaceae,Sanicula graveolens,native
Dicotyledons,Apiaceae,Sanicula laciniata,native
Dicotyledons,Apiaceae,Sanicula peckiana,native
Dicotyledons,Apiaceae,Sanicula tuberosa,native
Dicotyledons,Apiaceae,Scandix pecten-veneris,"exotic, naturalized"
Dicotyledons,Apiaceae,Sium suave,native
Dicotyledons,Apiaceae,Sphenosciadium capitellatum,native
Dicotyledons,Apiaceae,Tauschia glauca,native
Dicotyledons,Apiaceae,Tauschia howellii,native
Dicotyledons,Apiaceae,Tauschia kelloggii,native
Dicotyledons,Apiaceae,Tauschia stricklandii,native
Dicotyledons,Apiaceae,Torilis arvensis,"exotic, naturalized"
Dicotyledons,Apiaceae,Torilis henryi,"exotic, not naturalized"
Dicotyledons,Apiaceae,Torilis japonica,"exotic, naturalized"
Dicotyledons,Apiaceae,Torilis nodosa,"exotic, not naturalized"
Dicotyledons,Apiaceae,Yabea microcarpa,native
Dicotyledons,Apiaceae,Zizia aptera,native
Dicotyledons,Apocynaceae,Apocynum androsaemifolium,native
Dicotyledons,Apocynaceae,Apocynum cannabinum,native
Dicotyledons,Apocynaceae,Asclepias cordifolia,native
Dicotyledons,Apocynaceae,Asclepias cryptoceras,native
Dicotyledons,Apocynaceae,Asclepias cryptoceras ssp. davisii,native
Dicotyledons,Apocynaceae,Asclepias fascicularis,native
Dicotyledons,Apocynaceae,Asclepias solanoana,"exotic, not naturalized"
Dicotyledons,Apocynaceae,Asclepias speciosa,native
Dicotyledons,Apocynaceae,Cycladenia humilis,"exotic, not naturalized"
Dicotyledons,Apocynaceae,Cycladenia humilis var. humilis,"exotic, not naturalized"
Dicotyledons,Apocynaceae,Vinca major,"exotic, naturalized"
Dicotyledons,Apocynaceae,Vinca minor,"exotic, not naturalized"
Dicotyledons,Aquifoliaceae,Ilex aquifolium,"exotic, naturalized"
Dicotyledons,Araliaceae,Aralia californica,native
Dicotyledons,Araliaceae,Hedera colchica,"exotic, not naturalized"
Dicotyledons,Araliaceae,Hedera helix,"exotic, naturalized"
Dicotyledons,Araliaceae,Hedera helix ssp. helix,"exotic, naturalized"
Dicotyledons,Araliaceae,Hedera hibernica,"exotic, naturalized"
Dicotyledons,Araliaceae,Hydrocotyle ranunculoides,native
Dicotyledons,Araliaceae,Hydrocotyle verticillata,native
Dicotyledons,Araliaceae,Oplopanax horridus,native
Dicotyledons,Aristolochiaceae,Aristolochia macrophylla,"exotic, not naturalized"
Dicotyledons,Aristolochiaceae,Asarum caudatum,native
Dicotyledons,Aristolochiaceae,Asarum hartwegii,uncertain
Dicotyledons,Aristolochiaceae,Asarum marmoratum,native
Dicotyledons,Aristolochiaceae,Asarum wagneri,native
Dicotyledons,Asteraceae,Acanthospermum hispidum,"exotic, not naturalized"
Dicotyledons,Asteraceae,Achillea filipendulina,"exotic, not naturalized"
Dicotyledons,Asteraceae,Achillea millefolium,native and exotic
Dicotyledons,Asteraceae,Achillea ptarmica,"exotic, not naturalized"
Dicotyledons,Asteraceae,Achyrachaena mollis,native
Dicotyledons,Asteraceae,Adenocaulon bicolor,native
Dicotyledons,Asteraceae,Ageratina occidentalis,native
Dicotyledons,Asteraceae,Agoseris apargioides,native
Dicotyledons,Asteraceae,Agoseris apargioides var. maritima,native
Dicotyledons,Asteraceae,Agoseris aurantiaca,native
Dicotyledons,Asteraceae,Agoseris aurantiaca var. aurantiaca,native
Dicotyledons,Asteraceae,Agoseris elata,native
Dicotyledons,Asteraceae,Agoseris glauca,native
Dicotyledons,Asteraceae,Agoseris glauca var. dasycephala,native
Dicotyledons,Asteraceae,Agoseris glauca var. glauca,native
Dicotyledons,Asteraceae,Agoseris grandiflora,native
Dicotyledons,Asteraceae,Agoseris grandiflora var. grandiflora,native
Dicotyledons,Asteraceae,Agoseris grandiflora var. leptophylla,native
Dicotyledons,Asteraceae,Agoseris heterophylla,native
Dicotyledons,Asteraceae,Agoseris heterophylla var. heterophylla,native
Dicotyledons,Asteraceae,Agoseris monticola,native
Dicotyledons,Asteraceae,Agoseris parviflora,native
Dicotyledons,Asteraceae,Agoseris retrorsa,native
Dicotyledons,Asteraceae,Ambrosia acanthicarpa,native
Dicotyledons,Asteraceae,Ambrosia artemisiifolia,"exotic, naturalized"
Dicotyledons,Asteraceae,Ambrosia chamissonis,native
Dicotyledons,Asteraceae,Ambrosia chamissonis var. bipinnatisecta,native
Dicotyledons,Asteraceae,Ambrosia chamissonis var. chamissonis,native
Dicotyledons,Asteraceae,Ambrosia grayi,"exotic, not naturalized"
Dicotyledons,Asteraceae,Ambrosia psilostachya,native
Dicotyledons,Asteraceae,Ambrosia trifida,"exotic, not naturalized"
Dicotyledons,Asteraceae,Anaphalis margaritacea,native
Dicotyledons,Asteraceae,Ancistrocarphus filagineus,native
Dicotyledons,Asteraceae,Anisocarpus madioides,native
Dicotyledons,Asteraceae,Antennaria anaphaloides,native
Dicotyledons,Asteraceae,Antennaria argentea,native
Dicotyledons,Asteraceae,Antennaria corymbosa,native
Dicotyledons,Asteraceae,Antennaria dimorpha,native
Dicotyledons,Asteraceae,Antennaria flagellaris,native
Dicotyledons,Asteraceae,Antennaria geyeri,native
Dicotyledons,Asteraceae,Antennaria howellii,native
Dicotyledons,Asteraceae,Antennaria howellii ssp. howellii,native
Dicotyledons,Asteraceae,Antennaria howellii ssp. neodioica,native
Dicotyledons,Asteraceae,Antennaria howellii ssp. petaloidea,native
Dicotyledons,Asteraceae,Antennaria lanata,native
Dicotyledons,Asteraceae,Antennaria luzuloides,native
Dicotyledons,Asteraceae,Antennaria luzuloides ssp. aberrans,native
Dicotyledons,Asteraceae,Antennaria luzuloides ssp. luzuloides,native
Dicotyledons,Asteraceae,Antennaria media,native
Dicotyledons,Asteraceae,Antennaria microphylla,native
Dicotyledons,Asteraceae,Antennaria pulvinata,native
Dicotyledons,Asteraceae,Antennaria racemosa,native
Dicotyledons,Asteraceae,Antennaria stenophylla,native
Dicotyledons,Asteraceae,Antennaria suffrutescens,native
Dicotyledons,Asteraceae,Antennaria umbrinella,native
Dicotyledons,Asteraceae,Anthemis arvensis,"exotic, naturalized"
Dicotyledons,Asteraceae,Anthemis cotula,"exotic, naturalized"
Dicotyledons,Asteraceae,Arctium lappa,"exotic, naturalized"
Dicotyledons,Asteraceae,Arctium minus,"exotic, naturalized"
Dicotyledons,Asteraceae,Arctium tomentosum,"exotic, naturalized"
Dicotyledons,Asteraceae,Arctotheca calendula,"exotic, not naturalized"
Dicotyledons,Asteraceae,Arnica cernua,native
Dicotyledons,Asteraceae,Arnica chamissonis,native
Dicotyledons,Asteraceae,Arnica cordifolia,native
Dicotyledons,Asteraceae,Arnica discoidea,native
Dicotyledons,Asteraceae,Arnica diversifolia,native
Dicotyledons,Asteraceae,Arnica fulgens,native
Dicotyledons,Asteraceae,Arnica gracilis,native
Dicotyledons,Asteraceae,Arnica lanceolata,native
Dicotyledons,Asteraceae,Arnica lanceolata ssp. prima,native
Dicotyledons,Asteraceae,Arnica latifolia,native
Dicotyledons,Asteraceae,Arnica longifolia,native
Dicotyledons,Asteraceae,Arnica mollis,native
Dicotyledons,Asteraceae,Arnica nevadensis,native
Dicotyledons,Asteraceae,Arnica parryi,native
Dicotyledons,Asteraceae,Arnica rydbergii,native
Dicotyledons,Asteraceae,Arnica sororia,native
Dicotyledons,Asteraceae,Arnica spathulata,native
Dicotyledons,Asteraceae,Arnica viscosa,native
Dicotyledons,Asteraceae,Artemisia abrotanum,"exotic, not naturalized"
Dicotyledons,Asteraceae,Artemisia absinthium,"exotic, naturalized"
Dicotyledons,Asteraceae,Artemisia arbuscula,native
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. arbuscula,native
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. longiloba,native
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. thermopola,native
Dicotyledons,Asteraceae,Artemisia biennis,native
Dicotyledons,Asteraceae,Artemisia campestris,native
Dicotyledons,Asteraceae,Artemisia campestris ssp. pacifica,native
Dicotyledons,Asteraceae,Artemisia campestris var. wormskioldii,native
Dicotyledons,Asteraceae,Artemisia cana,native
Dicotyledons,Asteraceae,Artemisia cana ssp. bolanderi,native
Dicotyledons,Asteraceae,Artemisia douglasiana,native
Dicotyledons,Asteraceae,Artemisia dracunculus,native
Dicotyledons,Asteraceae,Artemisia estesii,native
Dicotyledons,Asteraceae,Artemisia ludoviciana,native
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. candicans,native
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. incompta,native
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. lindleyana,native
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. ludoviciana,native
Dicotyledons,Asteraceae,Artemisia michauxiana,native
Dicotyledons,Asteraceae,Artemisia nova,native
Dicotyledons,Asteraceae,Artemisia packardiae,native
Dicotyledons,Asteraceae,Artemisia papposa,native
Dicotyledons,Asteraceae,Artemisia pycnocephala,native
Dicotyledons,Asteraceae,Artemisia rigida,native
Dicotyledons,Asteraceae,Artemisia spiciformis,native
Dicotyledons,Asteraceae,Artemisia spinescens,native
Dicotyledons,Asteraceae,Artemisia suksdorfii,native
Dicotyledons,Asteraceae,Artemisia tilesii,native
Dicotyledons,Asteraceae,Artemisia tilesii ssp. unalaschcensis,native
Dicotyledons,Asteraceae,Artemisia tridentata,native
Dicotyledons,Asteraceae,Artemisia tridentata ssp. tridentata,native
Dicotyledons,Asteraceae,Artemisia tridentata ssp. vaseyana,native
Dicotyledons,Asteraceae,Artemisia tridentata ssp. wyomingensis,native
Dicotyledons,Asteraceae,Artemisia tripartita,native
Dicotyledons,Asteraceae,Artemisia tripartita ssp. tripartita,native
Dicotyledons,Asteraceae,Artemisia vulgaris,"exotic, naturalized"
Dicotyledons,Asteraceae,Askellia pygmaea,native
Dicotyledons,Asteraceae,Askellia pygmaea ssp. ramosa,native
Dicotyledons,Asteraceae,Baccharis glutinosa,native
Dicotyledons,Asteraceae,Baccharis pilularis,native
Dicotyledons,Asteraceae,Baccharis pilularis ssp. consanguinea,native
Dicotyledons,Asteraceae,Baccharis salicifolia,"exotic, not naturalized"
Dicotyledons,Asteraceae,Baccharis salicifolia ssp. salicifolia,"exotic, not naturalized"
Dicotyledons,Asteraceae,Balsamorhiza careyana,native
Dicotyledons,Asteraceae,Balsamorhiza deltoidea,native
Dicotyledons,Asteraceae,Balsamorhiza hispidula,native
Dicotyledons,Asteraceae,Balsamorhiza hookeri,native
Dicotyledons,Asteraceae,Balsamorhiza incana,native
Dicotyledons,Asteraceae,Balsamorhiza lanata,uncertain
Dicotyledons,Asteraceae,Balsamorhiza macrophylla,native
Dicotyledons,Asteraceae,Balsamorhiza rosea,native
Dicotyledons,Asteraceae,Balsamorhiza sagittata,native
Dicotyledons,Asteraceae,Balsamorhiza sericea,native
Dicotyledons,Asteraceae,Balsamorhiza serrata,native
Dicotyledons,Asteraceae,Bellis perennis,"exotic, naturalized"
Dicotyledons,Asteraceae,Bidens beckii,native
Dicotyledons,Asteraceae,Bidens cernua,native
Dicotyledons,Asteraceae,Bidens frondosa,native
Dicotyledons,Asteraceae,Bidens tripartita,native
Dicotyledons,Asteraceae,Bidens vulgata,uncertain
Dicotyledons,Asteraceae,Blepharipappus scaber,native
Dicotyledons,Asteraceae,Boltonia asteroides,"exotic, not naturalized"
Dicotyledons,Asteraceae,Boltonia asteroides var. recognita,"exotic, naturalized"
Dicotyledons,Asteraceae,Brickellia californica,native
Dicotyledons,Asteraceae,Brickellia grandiflora,native
Dicotyledons,Asteraceae,Brickellia greenei,native
Dicotyledons,Asteraceae,Brickellia microphylla,native
Dicotyledons,Asteraceae,Brickellia microphylla var. microphylla,native
Dicotyledons,Asteraceae,Brickellia oblongifolia,native
Dicotyledons,Asteraceae,Brickellia oblongifolia var. linifolia,native
Dicotyledons,Asteraceae,Brickellia oblongifolia var. oblongifolia,native
Dicotyledons,Asteraceae,Cacaliopsis nardosmia,native
Dicotyledons,Asteraceae,Cacaliopsis nardosmia ssp. glabrata,native
Dicotyledons,Asteraceae,Cacaliopsis nardosmia ssp. nardosmia,native
Dicotyledons,Asteraceae,Calendula officinalis,"exotic, not naturalized"
Dicotyledons,Asteraceae,Calycadenia fremontii,native
Dicotyledons,Asteraceae,Calycadenia truncata,native
Dicotyledons,Asteraceae,Canadanthus modestus,native
Dicotyledons,Asteraceae,Carduus acanthoides,"exotic, naturalized"
Dicotyledons,Asteraceae,Carduus acanthoides ssp. acanthoides,"exotic, naturalized"
Dicotyledons,Asteraceae,Carduus cinereus,"exotic, naturalized"
Dicotyledons,Asteraceae,Carduus crispus,"exotic, not naturalized"
Dicotyledons,Asteraceae,Carduus nutans,"exotic, naturalized"
Dicotyledons,Asteraceae,Carduus pycnocephalus,"exotic, naturalized"
Dicotyledons,Asteraceae,Carduus tenuiflorus,"exotic, naturalized"
Dicotyledons,Asteraceae,Carthamus lanatus,"exotic, naturalized"
Dicotyledons,Asteraceae,Carthamus tinctorius,"exotic, naturalized"
Dicotyledons,Asteraceae,Centaurea _ gerstlaueri,"exotic, naturalized"
Dicotyledons,Asteraceae,Centaurea _ kleinii,"exotic, not naturalized"
Dicotyledons,Asteraceae,Centaurea _ psammogena,"exotic, not naturalized"
Dicotyledons,Asteraceae,Centaurea benedicta,"exotic, naturalized"
Dicotyledons,Asteraceae,Centaurea calcitrapa,"exotic, not naturalized"
Dicotyledons,Asteraceae,Centaurea cyanus,"exotic, naturalized"
Dicotyledons,Asteraceae,Centaurea diffusa,"exotic, naturalized"
Dicotyledons,Asteraceae,Centaurea iberica,"exotic, not naturalized"
